tier,layer,component,perturbation,mean_restoration,std_restoration
tier_2,3,attn_out,transliteration,-0.01695,0.07507499999999999
tier_2,3,mlp_out,code_switching,-0.08415,0.211025
tier_2,3,mlp_out,standard_translation,-0.044950000000000004,0.20685
tier_2,3,mlp_out,transliteration,0.015375,0.066525
tier_2,3,residual,code_switching,-0.326925,0.71275
tier_2,3,residual,standard_translation,0.170225,0.25635
tier_2,3,residual,transliteration,0.09759999999999999,0.10485
tier_2,4,attn_out,code_switching,-0.01885,0.12737500000000002
tier_2,4,attn_out,standard_translation,0.05495,0.090775
tier_2,4,attn_out,transliteration,0.01,0.053875
tier_2,4,mlp_out,code_switching,-0.121475,0.301525
tier_2,4,mlp_out,standard_translation,0.005925,0.07377500000000001
tier_2,4,mlp_out,transliteration,0.010425,0.058550000000000005
tier_2,4,residual,code_switching,-0.2985,0.65265
tier_2,4,residual,standard_translation,0.31345,0.5870500000000001
tier_2,4,residual,transliteration,0.113125,0.10925
tier_2,5,attn_out,code_switching,-0.1098,0.27525
tier_2,5,attn_out,standard_translation,-0.004875,0.170425
tier_2,5,attn_out,transliteration,-0.021025,0.037675
tier_2,5,mlp_out,code_switching,-0.13472499999999998,0.28900000000000003
tier_2,5,mlp_out,standard_translation,0.040100000000000004,0.12135
tier_2,5,mlp_out,transliteration,0.0014749999999999997,0.06805
tier_2,5,residual,code_switching,-0.32415,0.75945
tier_2,5,residual,standard_translation,0.35177499999999995,0.701675
tier_2,5,residual,transliteration,0.0949,0.1203
tier_2,6,attn_out,code_switching,-0.038225,0.15055000000000002
tier_2,6,attn_out,standard_translation,0.0361,0.14679999999999999
tier_2,6,attn_out,transliteration,-0.03945,0.07415
tier_2,6,mlp_out,code_switching,-0.1012,0.219275
tier_2,6,mlp_out,standard_translation,0.07735,0.117625
tier_2,6,mlp_out,transliteration,-0.018025,0.0775
tier_2,6,residual,code_switching,-0.2497,0.6953
tier_2,6,residual,standard_translation,0.41002500000000003,0.739225
tier_2,6,residual,transliteration,0.08232500000000001,0.123375
tier_2,7,attn_out,code_switching,0.04985,0.096175
tier_2,7,attn_out,standard_translation,-0.0212,0.1027
tier_2,7,attn_out,transliteration,-0.0127,0.073025
tier_2,7,mlp_out,code_switching,-0.068225,0.203175
tier_2,7,mlp_out,standard_translation,0.08222499999999999,0.1634
tier_2,7,mlp_out,transliteration,-0.007125,0.052700000000000004
tier_2,7,residual,code_switching,-0.1441,0.478475
tier_2,7,residual,standard_translation,0.36027499999999996,0.591825
tier_2,7,residual,transliteration,0.070275,0.13455
tier_2,8,attn_out,code_switching,0.0002499999999999998,0.02375
tier_2,8,attn_out,standard_translation,0.0408,0.251325
tier_2,8,attn_out,transliteration,0.001475,0.026975
tier_2,8,mlp_out,code_switching,-0.006925000000000001,0.0462
tier_2,8,mlp_out,standard_translation,0.046700000000000005,0.19672499999999998
tier_2,8,mlp_out,transliteration,0.014374999999999999,0.03095
tier_2,8,residual,code_switching,0.073225,0.1413
tier_2,8,residual,standard_translation,0.25689999999999996,0.378425
tier_2,8,residual,transliteration,0.065,0.1314
tier_2,9,attn_out,code_switching,0.00635,0.051824999999999996
tier_2,9,attn_out,standard_translation,-0.024600000000000004,0.1711
tier_2,9,attn_out,transliteration,0.0049,0.0167
tier_2,9,mlp_out,code_switching,-0.029724999999999998,0.0744
tier_2,9,mlp_out,standard_translation,0.034525,0.0907
tier_2,9,mlp_out,transliteration,-0.0052250000000000005,0.07185
tier_2,9,residual,code_switching,0.06615,0.1318
tier_2,9,residual,standard_translation,0.212775,0.275225
tier_2,9,residual,transliteration,0.0744,0.14155
tier_2,10,attn_out,code_switching,-0.017599999999999998,0.049350000000000005
tier_2,10,attn_out,standard_translation,-0.025725000000000005,0.175925
tier_2,10,attn_out,transliteration,-0.0034000000000000002,0.024550000000000002
tier_2,10,mlp_out,code_switching,-0.021475,0.046075000000000005
tier_2,10,mlp_out,standard_translation,0.0499,0.06305
tier_2,10,mlp_out,transliteration,0.016675,0.041174999999999996
tier_2,10,residual,code_switching,0.104625,0.1313
tier_2,10,residual,standard_translation,0.13117499999999999,0.1535
tier_2,10,residual,transliteration,0.068825,0.130975
tier_2,11,attn_out,code_switching,-0.011375,0.0207
tier_2,11,attn_out,standard_translation,0.0076500000000000005,0.05802499999999999
tier_2,11,attn_out,transliteration,0.004224999999999999,0.034875
tier_2,11,mlp_out,code_switching,-0.034249999999999996,0.080225
tier_2,11,mlp_out,standard_translation,0.0196,0.125425
tier_2,11,mlp_out,transliteration,0.018125000000000002,0.0571
tier_2,11,residual,code_switching,0.0896,0.13125
tier_2,11,residual,standard_translation,0.103725,0.13035
tier_2,11,residual,transliteration,0.0695,0.130325
tier_2,12,attn_out,code_switching,-0.0011750000000000003,0.007574999999999999
tier_2,12,attn_out,standard_translation,0.003575000000000001,0.03585
tier_2,12,attn_out,transliteration,0.026125,0.026449999999999998
tier_2,12,mlp_out,code_switching,0.020125,0.032725000000000004
tier_2,12,mlp_out,standard_translation,0.007825,0.080775
tier_2,12,mlp_out,transliteration,0.010599999999999998,0.03565
tier_2,12,residual,code_switching,0.065125,0.10250000000000001
tier_2,12,residual,standard_translation,0.04355,0.08754999999999999
tier_2,12,residual,transliteration,0.06722500000000001,0.07444999999999999
tier_2,13,attn_out,code_switching,-0.0124,0.024475
tier_2,13,attn_out,standard_translation,0.00805,0.04815
tier_2,13,attn_out,transliteration,0.011300000000000001,0.017275
tier_2,13,mlp_out,code_switching,-0.008125,0.02265
tier_2,13,mlp_out,standard_translation,0.00755,0.025724999999999998
tier_2,13,mlp_out,transliteration,0.004075,0.035375
tier_2,13,residual,code_switching,0.06185,0.065975
tier_2,13,residual,standard_translation,0.05852500000000001,0.144175
tier_2,13,residual,transliteration,0.08375,0.068275
tier_2,14,attn_out,code_switching,-0.00075,0.00725
tier_2,14,attn_out,standard_translation,-0.0016749999999999998,0.010924999999999999
tier_2,14,attn_out,transliteration,0.011175000000000001,0.017375
tier_2,14,mlp_out,code_switching,-0.0009499999999999998,0.02445
tier_2,14,mlp_out,standard_translation,-0.0013749999999999995,0.044474999999999994
tier_2,14,mlp_out,transliteration,0.0087,0.016625
tier_2,14,residual,code_switching,0.056249999999999994,0.06365
tier_2,14,residual,standard_translation,0.04405,0.166275
tier_2,14,residual,transliteration,0.079175,0.074225
tier_2,15,attn_out,code_switching,0.0014750000000000002,0.00435
tier_2,15,attn_out,standard_translation,-0.0094,0.0092
tier_2,15,attn_out,transliteration,0.006575,0.017425
tier_2,15,mlp_out,code_switching,0.014249999999999999,0.02065
tier_2,15,mlp_out,standard_translation,-0.00215,0.03975
tier_2,15,mlp_out,transliteration,-0.01005,0.028525000000000002
tier_2,15,residual,code_switching,0.04970000000000001,0.05425
tier_2,15,residual,standard_translation,0.036125,0.11845
tier_2,15,residual,transliteration,0.0684,0.068375
tier_2,16,attn_out,code_switching,-0.0018749999999999997,0.0076500000000000005
tier_2,16,attn_out,standard_translation,0.005849999999999999,0.014675
tier_2,16,attn_out,transliteration,0.00995,0.01515
tier_2,16,mlp_out,code_switching,-0.002875,0.014175
tier_2,16,mlp_out,standard_translation,-0.005475000000000001,0.036475
tier_2,16,mlp_out,transliteration,0.004749999999999999,0.015825
