language,layer,category,cv_accuracy,cv_auc,best_C,n_harmful,n_benign
es,17,unknown,0.9778711484593838,0.9983133749367515,0.1,384,384
es,17,all,0.9778711484593838,0.9983133749367515,0.1,384,384
es,18,unknown,0.9804685510567863,0.993422162253331,10.0,384,384
es,18,all,0.9804685510567863,0.993422162253331,10.0,384,384
es,19,unknown,0.9830659536541889,0.9912295496711081,10.0,384,384
es,19,all,0.9830659536541889,0.9912295496711081,10.0,384,384
es,20,unknown,0.9817672523554876,0.9900489121268342,10.0,384,384
es,20,all,0.9817672523554876,0.9900489121268342,10.0,384,384
es,21,unknown,0.9843731431966726,0.993422162253331,1.0,384,384
es,21,all,0.9843731431966726,0.993422162253331,1.0,384,384
es,22,unknown,0.9791868262456498,0.9937594872659807,1.0,384,384
es,22,all,0.9791868262456498,0.9937594872659807,1.0,384,384
es,23,unknown,0.9804770393005688,0.9940968122786304,1.0,384,384
es,23,all,0.9804770393005688,0.9940968122786304,1.0,384,384
es,24,unknown,0.9791783380018675,0.9937594872659807,1.0,384,384
es,24,all,0.9791783380018675,0.9937594872659807,1.0,384,384
es,25,unknown,0.979169849758085,0.991398212177433,1.0,384,384
es,25,all,0.979169849758085,0.991398212177433,1.0,384,384
es,26,unknown,0.9765554706731177,0.9920728622027324,1.0,384,384
es,26,all,0.9765554706731177,0.9920728622027324,1.0,384,384
es,27,unknown,0.9739665563194976,0.9907235621521335,1.0,384,384
es,27,all,0.9739665563194976,0.9907235621521335,1.0,384,384
ar,0,unknown,0.8228588405058993,0.8989711587114184,0.01,384,384
ar,0,all,0.8228588405058993,0.8989711587114184,0.01,384,384
ar,1,unknown,0.8059587471352178,0.8770450328891888,0.1,384,384
ar,1,all,0.8059587471352178,0.8770450328891888,0.1,384,384
ar,2,unknown,0.8163568457686103,0.880080958003036,0.1,384,384
ar,2,all,0.8163568457686103,0.880080958003036,0.1,384,384
ar,3,unknown,0.809888804006451,0.8792376454714117,0.1,384,384
ar,3,all,0.809888804006451,0.8792376454714117,0.1,384,384
ar,4,unknown,0.818954248366013,0.8868274582560296,0.1,384,384
ar,4,all,0.818954248366013,0.8868274582560296,0.1,384,384
ar,5,unknown,0.8424412189118072,0.9070669590150109,0.1,384,384
ar,5,all,0.8424412189118072,0.9070669590150109,0.1,384,384
ar,6,unknown,0.8828707240471946,0.952437173216394,0.1,384,384
ar,6,all,0.8828707240471946,0.952437173216394,0.1,384,384
ar,7,unknown,0.9414565826330532,0.9757125990892225,0.1,384,384
