layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
22,attn_out,ja,tier_2,code_switching,0.0005,0.0033,20,0
22,mlp_out,ja,tier_2,code_switching,0.0313,0.0292,20,0
23,residual,ja,tier_2,code_switching,0.2108,0.4011,20,0
23,attn_out,ja,tier_2,code_switching,0.0004,0.0045,20,0
23,mlp_out,ja,tier_2,code_switching,0.0021,0.0326,20,0
24,residual,ja,tier_2,code_switching,0.2016,0.3908,20,0
24,attn_out,ja,tier_2,code_switching,0.001,0.0061,20,0
24,mlp_out,ja,tier_2,code_switching,-0.0074,0.01,20,0
25,residual,ja,tier_2,code_switching,0.2048,0.3949,20,0
25,attn_out,ja,tier_2,code_switching,0.004,0.0087,20,0
25,mlp_out,ja,tier_2,code_switching,0.0126,0.0276,20,0
26,residual,ja,tier_2,code_switching,0.2024,0.3889,20,0
26,attn_out,ja,tier_2,code_switching,-0.0027,0.0067,20,0
26,mlp_out,ja,tier_2,code_switching,0.018,0.0387,20,0
27,residual,ja,tier_2,code_switching,0.0029,0.0253,20,0
27,attn_out,ja,tier_2,code_switching,-0.0003,0.0034,20,0
27,mlp_out,ja,tier_2,code_switching,-0.018,0.0173,20,0
28,residual,ja,tier_2,code_switching,0.0069,0.0403,20,0
28,attn_out,ja,tier_2,code_switching,-0.0043,0.0067,20,0
28,mlp_out,ja,tier_2,code_switching,0.0029,0.007,20,0
29,residual,ja,tier_2,code_switching,-0.0024,0.0288,20,0
29,attn_out,ja,tier_2,code_switching,-0.0054,0.0133,20,0
29,mlp_out,ja,tier_2,code_switching,-0.0039,0.0048,20,0
30,residual,ja,tier_2,code_switching,-0.0054,0.0157,20,0
30,attn_out,ja,tier_2,code_switching,0.0004,0.002,20,0
30,mlp_out,ja,tier_2,code_switching,-0.0035,0.0061,20,0
31,residual,ja,tier_2,code_switching,0.0,0.0,20,0
31,attn_out,ja,tier_2,code_switching,0.0,0.0,20,0
31,mlp_out,ja,tier_2,code_switching,0.0,0.0,20,0
0,residual,tr,tier_3,code_switching,0.4101,0.7601,20,0
0,attn_out,tr,tier_3,code_switching,0.4103,0.8125,20,0
0,mlp_out,tr,tier_3,code_switching,0.22,0.4424,20,0
1,residual,tr,tier_3,code_switching,0.2995,0.4159,20,0
1,attn_out,tr,tier_3,code_switching,0.0037,0.0528,20,0
1,mlp_out,tr,tier_3,code_switching,0.2737,0.5355,20,0
2,residual,tr,tier_3,code_switching,0.3164,0.3237,20,0
2,attn_out,tr,tier_3,code_switching,0.1865,0.2703,20,0
2,mlp_out,tr,tier_3,code_switching,0.1788,0.2978,20,0
3,residual,tr,tier_3,code_switching,0.4325,0.4619,20,0
3,attn_out,tr,tier_3,code_switching,0.2334,0.3044,20,0
3,mlp_out,tr,tier_3,code_switching,0.2159,0.3867,20,0
4,residual,tr,tier_3,code_switching,0.4403,0.4604,20,0
4,attn_out,tr,tier_3,code_switching,-0.0259,0.0544,20,0
4,mlp_out,tr,tier_3,code_switching,0.1399,0.139,20,0
5,residual,tr,tier_3,code_switching,0.4997,0.5191,20,0
5,attn_out,tr,tier_3,code_switching,0.1341,0.0944,20,0
5,mlp_out,tr,tier_3,code_switching,0.0444,0.0742,20,0
6,residual,tr,tier_3,code_switching,0.4775,0.4643,20,0
6,attn_out,tr,tier_3,code_switching,0.0279,0.0401,20,0
6,mlp_out,tr,tier_3,code_switching,0.129,0.0817,20,0
7,residual,tr,tier_3,code_switching,0.5497,0.4359,20,0
7,attn_out,tr,tier_3,code_switching,-0.0345,0.1807,20,0
7,mlp_out,tr,tier_3,code_switching,-0.0588,0.1276,20,0
8,residual,tr,tier_3,code_switching,0.5199,0.3747,20,0
8,attn_out,tr,tier_3,code_switching,-0.019,0.0398,20,0
8,mlp_out,tr,tier_3,code_switching,0.0724,0.068,20,0
9,residual,tr,tier_3,code_switching,0.3459,0.2407,20,0
9,attn_out,tr,tier_3,code_switching,0.0423,0.121,20,0
9,mlp_out,tr,tier_3,code_switching,-0.0371,0.0638,20,0
10,residual,tr,tier_3,code_switching,0.2905,0.2041,20,0
10,attn_out,tr,tier_3,code_switching,0.0282,0.0578,20,0
10,mlp_out,tr,tier_3,code_switching,0.0763,0.1776,20,0
11,residual,tr,tier_3,code_switching,0.283,0.1887,20,0
11,attn_out,tr,tier_3,code_switching,-0.0219,0.0581,20,0
11,mlp_out,tr,tier_3,code_switching,-0.0035,0.0362,20,0
12,residual,tr,tier_3,code_switching,0.2278,0.1906,20,0
12,attn_out,tr,tier_3,code_switching,0.0128,0.0548,20,0
12,mlp_out,tr,tier_3,code_switching,-0.0228,0.0457,20,0
13,residual,tr,tier_3,code_switching,0.1776,0.1356,20,0
13,attn_out,tr,tier_3,code_switching,-0.0088,0.0129,20,0
13,mlp_out,tr,tier_3,code_switching,0.0078,0.0206,20,0
14,residual,tr,tier_3,code_switching,0.1309,0.1022,20,0
14,attn_out,tr,tier_3,code_switching,0.0034,0.0126,20,0
14,mlp_out,tr,tier_3,code_switching,-0.0119,0.0145,20,0
15,residual,tr,tier_3,code_switching,0.0889,0.0643,20,0
15,attn_out,tr,tier_3,code_switching,-0.0085,0.0223,20,0
15,mlp_out,tr,tier_3,code_switching,0.0542,0.0869,20,0
16,residual,tr,tier_3,code_switching,0.0722,0.0571,20,0
16,attn_out,tr,tier_3,code_switching,-0.0025,0.0051,20,0
16,mlp_out,tr,tier_3,code_switching,-0.0016,0.0266,20,0
17,residual,tr,tier_3,code_switching,0.0324,0.0414,20,0
17,attn_out,tr,tier_3,code_switching,0.0016,0.0043,20,0
17,mlp_out,tr,tier_3,code_switching,-0.0145,0.0192,20,0
18,residual,tr,tier_3,code_switching,-0.0043,0.0247,20,0
18,attn_out,tr,tier_3,code_switching,-0.0159,0.0329,20,0
18,mlp_out,tr,tier_3,code_switching,-0.0302,0.0701,20,0
19,residual,tr,tier_3,code_switching,-0.0102,0.0296,20,0
19,attn_out,tr,tier_3,code_switching,-0.0156,0.0311,20,0
19,mlp_out,tr,tier_3,code_switching,-0.0959,0.1852,20,0
20,residual,tr,tier_3,code_switching,-0.1331,0.266,20,0
20,attn_out,tr,tier_3,code_switching,0.0092,0.0176,20,0
20,mlp_out,tr,tier_3,code_switching,-0.0111,0.0216,20,0
21,residual,tr,tier_3,code_switching,-0.1203,0.2427,20,0
21,attn_out,tr,tier_3,code_switching,-0.0006,0.0015,20,0
21,mlp_out,tr,tier_3,code_switching,-0.011,0.015,20,0
22,residual,tr,tier_3,code_switching,-0.1364,0.2694,20,0
22,attn_out,tr,tier_3,code_switching,-0.0012,0.0026,20,0
22,mlp_out,tr,tier_3,code_switching,0.0012,0.0055,20,0
23,residual,tr,tier_3,code_switching,-0.132,0.2653,20,0
23,attn_out,tr,tier_3,code_switching,0.0021,0.0042,20,0
23,mlp_out,tr,tier_3,code_switching,0.0023,0.0045,20,0
24,residual,tr,tier_3,code_switching,-0.1487,0.3025,20,0
24,attn_out,tr,tier_3,code_switching,0.0039,0.0086,20,0
24,mlp_out,tr,tier_3,code_switching,0.0044,0.0056,20,0
25,residual,tr,tier_3,code_switching,-0.1187,0.2483,20,0
25,attn_out,tr,tier_3,code_switching,0.0026,0.0039,20,0
25,mlp_out,tr,tier_3,code_switching,-0.0067,0.0156,20,0
26,residual,tr,tier_3,code_switching,-0.1421,0.2982,20,0
26,attn_out,tr,tier_3,code_switching,-0.006,0.0129,20,0
26,mlp_out,tr,tier_3,code_switching,-0.0006,0.0064,20,0
27,residual,tr,tier_3,code_switching,-0.0752,0.1614,20,0
27,attn_out,tr,tier_3,code_switching,-0.0101,0.0193,20,0
27,mlp_out,tr,tier_3,code_switching,0.0003,0.0102,20,0
28,residual,tr,tier_3,code_switching,-0.0608,0.1291,20,0
28,attn_out,tr,tier_3,code_switching,-0.0004,0.0009,20,0
28,mlp_out,tr,tier_3,code_switching,-0.0032,0.0077,20,0
29,residual,tr,tier_3,code_switching,0.0048,0.0073,20,0
29,attn_out,tr,tier_3,code_switching,0.0006,0.0008,20,0
29,mlp_out,tr,tier_3,code_switching,-0.0046,0.0077,20,0
30,residual,tr,tier_3,code_switching,0.003,0.0089,20,0
30,attn_out,tr,tier_3,code_switching,0.0,0.0008,20,0
30,mlp_out,tr,tier_3,code_switching,-0.0001,0.0029,20,0
31,residual,tr,tier_3,code_switching,0.0,0.0,20,0
31,attn_out,tr,tier_3,code_switching,0.0,0.0,20,0
31,mlp_out,tr,tier_3,code_switching,0.0,0.0,20,0
0,residual,id,tier_3,code_switching,0.0389,0.0595,20,0
0,attn_out,id,tier_3,code_switching,-0.0007,0.0311,20,0
0,mlp_out,id,tier_3,code_switching,0.0727,0.149,20,0
1,residual,id,tier_3,code_switching,0.0112,0.0489,20,0
1,attn_out,id,tier_3,code_switching,-0.0059,0.0136,20,0
1,mlp_out,id,tier_3,code_switching,-0.0063,0.0328,20,0
2,residual,id,tier_3,code_switching,0.0194,0.0351,20,0
2,attn_out,id,tier_3,code_switching,-0.0049,0.0227,20,0
2,mlp_out,id,tier_3,code_switching,-0.031,0.022,20,0
3,residual,id,tier_3,code_switching,0.0248,0.0471,20,0
3,attn_out,id,tier_3,code_switching,0.0176,0.0088,20,0
3,mlp_out,id,tier_3,code_switching,-0.1311,0.1532,20,0
4,residual,id,tier_3,code_switching,0.0266,0.048,20,0
4,attn_out,id,tier_3,code_switching,-0.0011,0.0201,20,0
4,mlp_out,id,tier_3,code_switching,-0.0044,0.014,20,0
5,residual,id,tier_3,code_switching,0.0247,0.0732,20,0
5,attn_out,id,tier_3,code_switching,0.0112,0.019,20,0
5,mlp_out,id,tier_3,code_switching,-0.0039,0.0171,20,0
6,residual,id,tier_3,code_switching,0.0204,0.0619,20,0
6,attn_out,id,tier_3,code_switching,-0.0107,0.0165,20,0
6,mlp_out,id,tier_3,code_switching,-0.0203,0.049,20,0
7,residual,id,tier_3,code_switching,0.0476,0.0479,20,0
7,attn_out,id,tier_3,code_switching,-0.0062,0.0224,20,0
7,mlp_out,id,tier_3,code_switching,-0.0002,0.0247,20,0
8,residual,id,tier_3,code_switching,0.0411,0.0477,20,0
8,attn_out,id,tier_3,code_switching,-0.0011,0.0069,20,0
8,mlp_out,id,tier_3,code_switching,-0.0149,0.0335,20,0
9,residual,id,tier_3,code_switching,-0.0025,0.0314,20,0
9,attn_out,id,tier_3,code_switching,0.0063,0.0031,20,0
9,mlp_out,id,tier_3,code_switching,-0.0043,0.0091,20,0
10,residual,id,tier_3,code_switching,-0.0032,0.0299,20,0
10,attn_out,id,tier_3,code_switching,-0.0068,0.0071,20,0
10,mlp_out,id,tier_3,code_switching,0.0086,0.0134,20,0
11,residual,id,tier_3,code_switching,0.0039,0.017,20,0
11,attn_out,id,tier_3,code_switching,-0.0006,0.008,20,0
11,mlp_out,id,tier_3,code_switching,-0.0062,0.0163,20,0
12,residual,id,tier_3,code_switching,-0.0027,0.0182,20,0
12,attn_out,id,tier_3,code_switching,0.0014,0.0086,20,0
12,mlp_out,id,tier_3,code_switching,-0.0015,0.0081,20,0
13,residual,id,tier_3,code_switching,-0.0067,0.0343,20,0
13,attn_out,id,tier_3,code_switching,0.0008,0.0038,20,0
13,mlp_out,id,tier_3,code_switching,0.0031,0.0111,20,0
14,residual,id,tier_3,code_switching,-0.0002,0.0199,20,0
14,attn_out,id,tier_3,code_switching,0.0017,0.0052,20,0
14,mlp_out,id,tier_3,code_switching,-0.0023,0.0111,20,0
15,residual,id,tier_3,code_switching,0.0037,0.0187,20,0
15,attn_out,id,tier_3,code_switching,0.0007,0.0022,20,0
15,mlp_out,id,tier_3,code_switching,0.002,0.0033,20,0
16,residual,id,tier_3,code_switching,0.0061,0.0112,20,0
16,attn_out,id,tier_3,code_switching,0.0017,0.0032,20,0
16,mlp_out,id,tier_3,code_switching,-0.0001,0.009,20,0
17,residual,id,tier_3,code_switching,0.0069,0.006,20,0
17,attn_out,id,tier_3,code_switching,-0.0,0.001,20,0
17,mlp_out,id,tier_3,code_switching,-0.0026,0.009,20,0
18,residual,id,tier_3,code_switching,0.0045,0.0062,20,0
18,attn_out,id,tier_3,code_switching,0.0004,0.0039,20,0
18,mlp_out,id,tier_3,code_switching,-0.0008,0.0016,20,0
19,residual,id,tier_3,code_switching,0.0086,0.0046,20,0
19,attn_out,id,tier_3,code_switching,-0.001,0.0022,20,0
19,mlp_out,id,tier_3,code_switching,0.0022,0.004,20,0
20,residual,id,tier_3,code_switching,0.0042,0.0064,20,0
20,attn_out,id,tier_3,code_switching,-0.0029,0.006,20,0
20,mlp_out,id,tier_3,code_switching,0.0018,0.0032,20,0
21,residual,id,tier_3,code_switching,0.0048,0.008,20,0
21,attn_out,id,tier_3,code_switching,-0.0003,0.0008,20,0
21,mlp_out,id,tier_3,code_switching,0.0012,0.0023,20,0
22,residual,id,tier_3,code_switching,0.0032,0.0099,20,0
22,attn_out,id,tier_3,code_switching,-0.0005,0.0009,20,0
22,mlp_out,id,tier_3,code_switching,0.0027,0.0019,20,0
23,residual,id,tier_3,code_switching,-0.003,0.0154,20,0
23,attn_out,id,tier_3,code_switching,-0.0001,0.0006,20,0
23,mlp_out,id,tier_3,code_switching,-0.0003,0.0019,20,0
24,residual,id,tier_3,code_switching,-0.0022,0.0155,20,0
24,attn_out,id,tier_3,code_switching,0.0011,0.0012,20,0
24,mlp_out,id,tier_3,code_switching,0.0016,0.0063,20,0
25,residual,id,tier_3,code_switching,-0.0019,0.0129,20,0
25,attn_out,id,tier_3,code_switching,0.0003,0.0008,20,0
25,mlp_out,id,tier_3,code_switching,-0.002,0.0032,20,0
26,residual,id,tier_3,code_switching,-0.0016,0.0133,20,0
26,attn_out,id,tier_3,code_switching,-0.0015,0.0018,20,0
26,mlp_out,id,tier_3,code_switching,-0.0017,0.004,20,0
27,residual,id,tier_3,code_switching,0.0006,0.0085,20,0
27,attn_out,id,tier_3,code_switching,-0.0004,0.0008,20,0
27,mlp_out,id,tier_3,code_switching,0.0017,0.0027,20,0
28,residual,id,tier_3,code_switching,-0.0011,0.0046,20,0
28,attn_out,id,tier_3,code_switching,-0.0001,0.0009,20,0
28,mlp_out,id,tier_3,code_switching,-0.0002,0.0005,20,0
29,residual,id,tier_3,code_switching,0.0018,0.0027,20,0
29,attn_out,id,tier_3,code_switching,0.0007,0.0009,20,0
29,mlp_out,id,tier_3,code_switching,0.0004,0.0012,20,0
30,residual,id,tier_3,code_switching,0.0012,0.002,20,0
30,attn_out,id,tier_3,code_switching,-0.0001,0.0001,20,0
30,mlp_out,id,tier_3,code_switching,0.0001,0.0011,20,0
31,residual,id,tier_3,code_switching,0.0,0.0,20,0
31,attn_out,id,tier_3,code_switching,0.0,0.0,20,0
31,mlp_out,id,tier_3,code_switching,0.0,0.0,20,0
0,residual,hi,tier_3,code_switching,0.3254,0.6614,20,0
0,attn_out,hi,tier_3,code_switching,-0.1296,0.1372,20,0
0,mlp_out,hi,tier_3,code_switching,0.5579,1.1661,20,0
1,residual,hi,tier_3,code_switching,0.5414,1.0734,20,0
1,attn_out,hi,tier_3,code_switching,0.0161,0.0803,20,0
1,mlp_out,hi,tier_3,code_switching,0.0956,0.1134,20,0
2,residual,hi,tier_3,code_switching,0.5204,0.9828,20,0
2,attn_out,hi,tier_3,code_switching,0.0092,0.031,20,0
2,mlp_out,hi,tier_3,code_switching,-0.0931,0.1822,20,0
3,residual,hi,tier_3,code_switching,0.5039,0.8636,20,0
3,attn_out,hi,tier_3,code_switching,-0.0765,0.1845,20,0
3,mlp_out,hi,tier_3,code_switching,-0.0294,0.0788,20,0
4,residual,hi,tier_3,code_switching,0.6252,1.0818,20,0
4,attn_out,hi,tier_3,code_switching,0.0606,0.1078,20,0
4,mlp_out,hi,tier_3,code_switching,0.0258,0.0628,20,0
5,residual,hi,tier_3,code_switching,0.4367,0.5012,20,0
5,attn_out,hi,tier_3,code_switching,-0.0596,0.2417,20,0
5,mlp_out,hi,tier_3,code_switching,0.1656,0.3344,20,0
6,residual,hi,tier_3,code_switching,0.4255,0.4386,20,0
6,attn_out,hi,tier_3,code_switching,0.1096,0.1619,20,0
6,mlp_out,hi,tier_3,code_switching,0.0322,0.0869,20,0
7,residual,hi,tier_3,code_switching,0.6547,0.6389,20,0
7,attn_out,hi,tier_3,code_switching,-0.0209,0.134,20,0
7,mlp_out,hi,tier_3,code_switching,0.2094,0.3887,20,0
8,residual,hi,tier_3,code_switching,0.7974,0.8922,20,0
8,attn_out,hi,tier_3,code_switching,-0.0262,0.055,20,0
8,mlp_out,hi,tier_3,code_switching,0.0314,0.0784,20,0
9,residual,hi,tier_3,code_switching,0.6217,0.714,20,0
9,attn_out,hi,tier_3,code_switching,0.0331,0.0528,20,0
9,mlp_out,hi,tier_3,code_switching,0.0935,0.1779,20,0
10,residual,hi,tier_3,code_switching,0.554,0.6645,20,0
10,attn_out,hi,tier_3,code_switching,-0.015,0.031,20,0
10,mlp_out,hi,tier_3,code_switching,0.0916,0.1134,20,0
11,residual,hi,tier_3,code_switching,0.4922,0.5481,20,0
11,attn_out,hi,tier_3,code_switching,-0.0475,0.1135,20,0
11,mlp_out,hi,tier_3,code_switching,0.1225,0.2239,20,0
12,residual,hi,tier_3,code_switching,0.5007,0.6797,20,0
12,attn_out,hi,tier_3,code_switching,-0.0235,0.0528,20,0
12,mlp_out,hi,tier_3,code_switching,0.0492,0.0482,20,0
13,residual,hi,tier_3,code_switching,0.518,0.7614,20,0
13,attn_out,hi,tier_3,code_switching,-0.004,0.0089,20,0
13,mlp_out,hi,tier_3,code_switching,0.0402,0.0564,20,0
14,residual,hi,tier_3,code_switching,0.2761,0.3566,20,0
14,attn_out,hi,tier_3,code_switching,-0.0126,0.0289,20,0
14,mlp_out,hi,tier_3,code_switching,0.0255,0.0321,20,0
15,residual,hi,tier_3,code_switching,0.1668,0.1866,20,0
15,attn_out,hi,tier_3,code_switching,0.0074,0.014,20,0
15,mlp_out,hi,tier_3,code_switching,-0.0012,0.0297,20,0
16,residual,hi,tier_3,code_switching,0.1761,0.2203,20,0
16,attn_out,hi,tier_3,code_switching,-0.019,0.0429,20,0
16,mlp_out,hi,tier_3,code_switching,0.0131,0.0107,20,0
17,residual,hi,tier_3,code_switching,0.1489,0.2668,20,0
17,attn_out,hi,tier_3,code_switching,-0.0048,0.01,20,0
17,mlp_out,hi,tier_3,code_switching,0.0229,0.0515,20,0
18,residual,hi,tier_3,code_switching,0.1386,0.2552,20,0
18,attn_out,hi,tier_3,code_switching,-0.0163,0.033,20,0
18,mlp_out,hi,tier_3,code_switching,-0.0231,0.0426,20,0
19,residual,hi,tier_3,code_switching,0.1484,0.2852,20,0
19,attn_out,hi,tier_3,code_switching,-0.0017,0.0064,20,0
19,mlp_out,hi,tier_3,code_switching,0.0015,0.0098,20,0
20,residual,hi,tier_3,code_switching,0.0932,0.1761,20,0
20,attn_out,hi,tier_3,code_switching,-0.0184,0.0334,20,0
20,mlp_out,hi,tier_3,code_switching,0.0098,0.0204,20,0
21,residual,hi,tier_3,code_switching,0.0188,0.0253,20,0
21,attn_out,hi,tier_3,code_switching,-0.0043,0.0089,20,0
21,mlp_out,hi,tier_3,code_switching,0.0016,0.0028,20,0
22,residual,hi,tier_3,code_switching,0.0138,0.017,20,0
22,attn_out,hi,tier_3,code_switching,0.0006,0.0012,20,0
22,mlp_out,hi,tier_3,code_switching,-0.02,0.0419,20,0
23,residual,hi,tier_3,code_switching,0.016,0.0229,20,0
23,attn_out,hi,tier_3,code_switching,-0.0007,0.0017,20,0
23,mlp_out,hi,tier_3,code_switching,-0.0013,0.0068,20,0
24,residual,hi,tier_3,code_switching,0.0847,0.1633,20,0
24,attn_out,hi,tier_3,code_switching,0.0082,0.0132,20,0
24,mlp_out,hi,tier_3,code_switching,0.0015,0.0045,20,0
25,residual,hi,tier_3,code_switching,0.0782,0.1487,20,0
25,attn_out,hi,tier_3,code_switching,0.0045,0.0086,20,0
25,mlp_out,hi,tier_3,code_switching,0.0171,0.0316,20,0
26,residual,hi,tier_3,code_switching,0.0806,0.1523,20,0
26,attn_out,hi,tier_3,code_switching,0.0026,0.0038,20,0
26,mlp_out,hi,tier_3,code_switching,0.0051,0.006,20,0
27,residual,hi,tier_3,code_switching,0.0565,0.1049,20,0
27,attn_out,hi,tier_3,code_switching,0.0033,0.0082,20,0
27,mlp_out,hi,tier_3,code_switching,0.0006,0.0071,20,0
28,residual,hi,tier_3,code_switching,0.0523,0.0958,20,0
28,attn_out,hi,tier_3,code_switching,0.0013,0.0021,20,0
28,mlp_out,hi,tier_3,code_switching,-0.0001,0.003,20,0
29,residual,hi,tier_3,code_switching,0.0039,0.0072,20,0
29,attn_out,hi,tier_3,code_switching,-0.0016,0.0034,20,0
29,mlp_out,hi,tier_3,code_switching,0.0016,0.0025,20,0
30,residual,hi,tier_3,code_switching,0.0017,0.0097,20,0
30,attn_out,hi,tier_3,code_switching,0.0009,0.0019,20,0
30,mlp_out,hi,tier_3,code_switching,0.0005,0.0027,20,0
31,residual,hi,tier_3,code_switching,0.0,0.0,20,0
31,attn_out,hi,tier_3,code_switching,0.0,0.0,20,0
31,mlp_out,hi,tier_3,code_switching,0.0,0.0,20,0
0,residual,sw,tier_3,code_switching,0.0768,0.0428,20,0
0,attn_out,sw,tier_3,code_switching,0.0128,0.0225,20,0
0,mlp_out,sw,tier_3,code_switching,0.0645,0.0351,20,0
1,residual,sw,tier_3,code_switching,0.1115,0.0507,20,0
1,attn_out,sw,tier_3,code_switching,0.0177,0.0163,20,0
1,mlp_out,sw,tier_3,code_switching,0.0128,0.0238,20,0
2,residual,sw,tier_3,code_switching,0.1601,0.0892,20,0
2,attn_out,sw,tier_3,code_switching,0.016,0.0215,20,0
2,mlp_out,sw,tier_3,code_switching,0.0083,0.017,20,0
3,residual,sw,tier_3,code_switching,0.2198,0.1297,20,0
3,attn_out,sw,tier_3,code_switching,0.0447,0.0652,20,0
3,mlp_out,sw,tier_3,code_switching,0.0078,0.0269,20,0
4,residual,sw,tier_3,code_switching,0.2127,0.125,20,0
4,attn_out,sw,tier_3,code_switching,0.0061,0.0052,20,0
4,mlp_out,sw,tier_3,code_switching,0.0601,0.0539,20,0
5,residual,sw,tier_3,code_switching,0.2434,0.1183,20,0
5,attn_out,sw,tier_3,code_switching,0.0297,0.0244,20,0
5,mlp_out,sw,tier_3,code_switching,0.0186,0.0366,20,0
6,residual,sw,tier_3,code_switching,0.2754,0.1429,20,0
6,attn_out,sw,tier_3,code_switching,0.0053,0.0194,20,0
6,mlp_out,sw,tier_3,code_switching,0.0319,0.0542,20,0
7,residual,sw,tier_3,code_switching,0.304,0.1557,20,0
7,attn_out,sw,tier_3,code_switching,0.0126,0.0127,20,0
7,mlp_out,sw,tier_3,code_switching,0.0104,0.0153,20,0
8,residual,sw,tier_3,code_switching,0.3039,0.1597,20,0
8,attn_out,sw,tier_3,code_switching,0.0013,0.0094,20,0
8,mlp_out,sw,tier_3,code_switching,0.0519,0.0429,20,0
9,residual,sw,tier_3,code_switching,0.2236,0.1213,20,0
9,attn_out,sw,tier_3,code_switching,0.0038,0.0104,20,0
9,mlp_out,sw,tier_3,code_switching,-0.013,0.0171,20,0
10,residual,sw,tier_3,code_switching,0.223,0.1233,20,0
10,attn_out,sw,tier_3,code_switching,-0.0007,0.0129,20,0
10,mlp_out,sw,tier_3,code_switching,0.0185,0.0146,20,0
11,residual,sw,tier_3,code_switching,0.2241,0.1206,20,0
11,attn_out,sw,tier_3,code_switching,-0.0061,0.0158,20,0
11,mlp_out,sw,tier_3,code_switching,-0.0002,0.023,20,0
12,residual,sw,tier_3,code_switching,0.1827,0.1019,20,0
12,attn_out,sw,tier_3,code_switching,-0.0034,0.0032,20,0
12,mlp_out,sw,tier_3,code_switching,-0.0001,0.0089,20,0
13,residual,sw,tier_3,code_switching,0.1583,0.09,20,0
13,attn_out,sw,tier_3,code_switching,-0.0012,0.0073,20,0
13,mlp_out,sw,tier_3,code_switching,-0.0065,0.0166,20,0
14,residual,sw,tier_3,code_switching,0.1492,0.1008,20,0
14,attn_out,sw,tier_3,code_switching,-0.0018,0.0054,20,0
14,mlp_out,sw,tier_3,code_switching,0.0069,0.0102,20,0
15,residual,sw,tier_3,code_switching,0.1036,0.0699,20,0
15,attn_out,sw,tier_3,code_switching,-0.0011,0.0042,20,0
15,mlp_out,sw,tier_3,code_switching,-0.002,0.0076,20,0
16,residual,sw,tier_3,code_switching,0.0938,0.0642,20,0
16,attn_out,sw,tier_3,code_switching,0.0011,0.0009,20,0
16,mlp_out,sw,tier_3,code_switching,-0.0044,0.0118,20,0
17,residual,sw,tier_3,code_switching,0.0249,0.017,20,0
17,attn_out,sw,tier_3,code_switching,0.0001,0.0026,20,0
17,mlp_out,sw,tier_3,code_switching,0.0011,0.0032,20,0
18,residual,sw,tier_3,code_switching,0.0107,0.0153,20,0
18,attn_out,sw,tier_3,code_switching,-0.0008,0.0014,20,0
18,mlp_out,sw,tier_3,code_switching,0.0006,0.0045,20,0
19,residual,sw,tier_3,code_switching,0.01,0.0096,20,0
19,attn_out,sw,tier_3,code_switching,0.0005,0.0017,20,0
19,mlp_out,sw,tier_3,code_switching,0.0011,0.0035,20,0
20,residual,sw,tier_3,code_switching,0.0102,0.0155,20,0
20,attn_out,sw,tier_3,code_switching,0.0,0.0022,20,0
20,mlp_out,sw,tier_3,code_switching,0.0011,0.0005,20,0
21,residual,sw,tier_3,code_switching,0.0123,0.012,20,0
21,attn_out,sw,tier_3,code_switching,0.0001,0.0007,20,0
21,mlp_out,sw,tier_3,code_switching,0.0028,0.0028,20,0
22,residual,sw,tier_3,code_switching,0.0081,0.0106,20,0
22,attn_out,sw,tier_3,code_switching,-0.0002,0.0004,20,0
22,mlp_out,sw,tier_3,code_switching,0.003,0.0047,20,0
23,residual,sw,tier_3,code_switching,0.0045,0.0162,20,0
23,attn_out,sw,tier_3,code_switching,-0.0004,0.0011,20,0
23,mlp_out,sw,tier_3,code_switching,-0.0002,0.0017,20,0
24,residual,sw,tier_3,code_switching,-0.0024,0.0138,20,0
24,attn_out,sw,tier_3,code_switching,0.0011,0.0015,20,0
24,mlp_out,sw,tier_3,code_switching,0.0005,0.001,20,0
25,residual,sw,tier_3,code_switching,-0.0031,0.0141,20,0
25,attn_out,sw,tier_3,code_switching,0.0002,0.0002,20,0
25,mlp_out,sw,tier_3,code_switching,0.0011,0.0013,20,0
26,residual,sw,tier_3,code_switching,-0.0027,0.0129,20,0
26,attn_out,sw,tier_3,code_switching,-0.0001,0.0001,20,0
26,mlp_out,sw,tier_3,code_switching,0.0014,0.0011,20,0
27,residual,sw,tier_3,code_switching,-0.0005,0.009,20,0
